1.561541950	1
2.008526077	2
2.446077097	3
2.886394557	4
3.321904761	1
3.693832199	2
4.103129251	3
4.505918367	4
4.887029478	1
5.301950113	2
5.700612244	3
6.070340136	4
6.481632653	1
11.139773242	1
11.591836734	2
12.019931972	3
12.467732426	4
12.896734693	1
13.299047619	2
13.709160997	3
14.128480725	4
14.501065759	1
14.906145124	2
15.310408163	3
15.685827664	4
16.099092970	1
16.467709750	2
16.883174603	3
17.259863945	4
17.641405895	1
18.041473922	2
18.446893424	3
18.849909297	4
19.227664399	1
19.619047619	2
20.007619047	3
20.351995464	4
20.780000000	1
21.151995464	2
21.580000000	3
21.988004535	4
22.400000000	1
22.780000000	2
23.148004535	3
23.548004535	4
23.931995464	1
24.343990929	2
24.743990929	3
25.171995464	4
25.600000000	1
26.007913832	2
26.383673469	3
26.759183673	4
27.151020408	1
27.526530612	2
27.910204081	3
28.289795918	4
28.657142857	1
29.028571428	2
29.404081632	3
29.779591836	4
30.160000000	1
30.548004535	2
30.931995464	3
31.311995464	4
31.703990929	1
32.080000000	2
32.500000000	3
32.896009070	4
33.308004535	1
33.720000000	2
34.108004535	3
34.503990929	4
34.920000000	1
35.323990929	2
35.728004535	3
36.156009070	4
36.560000000	1
36.988004535	2
37.396009070	3
37.800000000	4
38.203990929	1
38.596009070	2
38.988004535	3
39.420000000	4
39.820000000	1
40.231995464	2
40.648004535	3
41.051995464	4
41.440000000	1
41.840000000	2
42.228004535	3
42.636009070	4
43.028004535	1
43.408004535	2
43.808004535	3
44.188004535	4
44.600000000	1
44.988004535	2
45.376009070	3
45.800000000	4
46.203990929	1
46.625668934	2
46.997188208	3
47.391927437	4
47.786666666	1
48.181405895	2
48.587755102	3
48.982494331	4
49.388843537	1
49.795192743	2
50.201541950	3
50.631111111	4
51.049070294	1
51.455419501	2
51.815328798	3
52.207165532	4
52.619319727	1
53.019863945	2
53.444897959	3
53.896417233	4
54.308571428	1
54.714285714	2
55.132879818	3
55.522448979	4
55.914285714	1
56.305487528	2
56.685714285	3
57.060136054	4
57.460680272	1
57.840816326	2
58.250000000	3
58.660000000	4
59.080000000	1
59.500000000	2
59.880000000	3
60.280000000	4
60.653990929	1
61.000000000	2
61.416780045	3
61.811519274	4
