0.995918367	1
1.861224489	2
2.693877551	3
3.444897959	4
4.234693877	1
5.050657596	2
5.844897959	3
6.730249433	4
7.557301587	1
8.394149659	2
9.148684807	3
10.033877551	4
10.826371882	1
11.647142857	2
12.454036281	3
13.306122448	4
14.151247165	1
14.961179138	2
15.673469387	3
16.391836734	4
17.093877551	1
17.820680272	2
18.620725623	3
19.420589569	4
20.188911564	1
20.978979591	2
21.688707482	3
22.399183673	4
23.125532879	1
23.869206349	2
24.559591836	3
25.316666666	4
26.091927437	1
26.892630385	2
27.724625850	3
28.479274376	4
29.210702947	1
29.942131519	2
30.673560090	3
31.428208616	4
32.194467120	1
32.949115646	2
33.692154195	3
34.458412698	4
35.213061224	1
35.967709750	2
36.710748299	3
37.442176870	4
38.185215419	1
38.928253968	2
39.659682539	3
40.402721088	4
41.157369614	1
41.923628117	2
42.678276643	3
43.432925170	4
44.187573696	1
44.942222222	2
45.708480725	3
46.451519274	4
47.206167800	1
47.960816326	2
48.715464852	3
49.470113378	4
50.236371882	1
50.985011337	2
51.706893424	3
52.407437641	4
53.171043083	1
53.901519274	2
54.634965986	3
55.395056689	4
56.190929705	1
56.963650793	2
57.712063492	3
58.413219954	4
59.138639455	1
59.818163265	2
60.580702947	3
61.364467120	4
62.206258503	1
62.937687074	2
63.657505668	3
64.388934240	4
65.120362811	1
65.851791383	2
66.583219954	3
67.314648526	4
68.057687074	1
68.777505668	2
69.520544217	3
70.263582766	4
71.018231292	1
71.761269841	2
72.504308390	3
73.247346938	4
73.990385487	1
74.733424036	2
75.488072562	3
76.242721088	4
76.997369614	1
77.752018140	2
78.495056689	3
79.226485260	4
79.957913832	1
80.700952380	2
81.455600907	3
82.233469387	4
83.011337868	1
83.800816326	2
84.578684807	3
85.356553287	4
86.146031746	1
86.947120181	2
87.736598639	3
88.526077097	4
89.303945578	1
90.093424036	2
90.871292517	3
91.649160997	4
92.427029478	1
93.216507936	2
93.994376417	3
94.783854875	4
95.550113378	1
96.316371882	2
97.082630385	3
97.848888888	4
98.615147392	1
99.369795918	2
100.136054421	3
100.913922902	4
101.703401360	1
102.492879818	2
103.270748299	3
104.060226757	4
104.849705215	1
105.650793650	2
106.451882086	3
107.241360544	4
108.042448979	1
108.831927437	2
109.621405895	3
110.410884353	4
111.200362811	1
111.978231292	2
112.744489795	3
113.510748299	4
114.277006802	1
115.031655328	2
115.786303854	3
116.540952380	4
117.295600907	1
118.061859410	2
118.816507936	3
119.571156462	4
120.325804988	1
121.092063492	2
121.846712018	3
122.612970521	4
123.367619047	1
124.133877551	2
124.900136054	3
125.666394557	4
126.421043083	1
127.175691609	2
127.930340136	3
128.696598639	4
129.428027210	1
130.179591836	2
130.946938775	3
131.844897959	4
132.669387755	1
133.526530612	2
134.455147392	3
135.267845804	4
136.080544217	1
136.904852607	2
137.729160997	3
138.541859410	4
139.354557823	1
140.167256235	2
140.968344671	3
141.769433106	4
142.558911564	1
143.348390022	2
144.137868480	3
144.927346938	4
145.716825396	1
146.506303854	2
147.284172335	3
148.062040816	4
148.839909297	1
149.629387755	2
150.418866213	3
151.219954648	4
152.009433106	1
152.834104308	2
153.567346938	3
154.380181405	4
155.165464852	1
156.038095238	2
156.874013605	3
157.686712018	4
158.511020408	1
159.379591836	2
160.298163265	3
161.230158730	4
162.029795918	1
162.783061224	2
163.599138321	3
164.356757369	4
165.092993197	1
165.829092970	2
166.624376417	3
167.379591836	4
168.201678004	1
168.958140589	2
169.668208616	3
170.469297052	4
171.281995464	1
172.094693877	2
172.930612244	3
173.766530612	4
174.625668934	1
175.461587301	2
176.297505668	3
177.133424036	4
177.980952380	1
178.816870748	2
179.652789115	3
180.488707482	4
181.324625850	1
182.172154195	2
183.008072562	3
183.843990929	4
184.679909297	1
185.504217687	2
186.324988662	3
187.169727891	4
187.895873015	1
188.777845804	2
189.563151927	3
190.454013605	4
191.345374149	1
192.197845804	2
193.078548752	3
193.903492063	4
194.761133786	1
195.601133786	2
196.422517006	3
197.311768707	4
198.066213151	1
