1.456712018	1
1.991836734	2
2.531723356	3
3.193741496	4
3.738684807	1
4.313741496	2
4.875714285	3
5.461632653	4
6.176666666	1
7.051700680	2
7.618639455	3
8.229591836	4
8.807641723	1
9.335646258	2
9.946666666	3
10.637755102	4
11.324739229	1
11.901678004	2
12.508684807	3
13.096643990	4
13.700680272	1
26.702539682	1
27.170544217	2
27.638526077	3
28.109478458	4
28.568548752	1
29.040453514	2
29.496417233	3
29.937392290	4
30.360430839	1
30.748435374	2
31.158435374	3
31.595396825	4
32.002426303	1
32.432494331	2
32.845510204	3
33.298390022	4
33.741473922	1
34.189501133	2
34.612471655	3
35.066553287	4
35.480408163	1
35.895442176	2
36.408163265	3
36.946938775	4
37.662766439	1
38.171428571	2
38.677551020	3
39.224489795	4
39.775782312	1
40.261224489	2
40.800090702	3
41.322448979	4
41.807528344	1
42.306757369	2
42.805986394	3
43.305215419	4
43.804444444	1
44.292063492	2
44.779682539	3
45.267301587	4
45.754920634	1
46.242539682	2
46.741768707	3
47.240997732	4
47.728616780	1
48.227845804	2
48.715464852	3
49.214693877	4
49.702312925	1
50.189931972	2
50.677551020	3
51.165170068	4
51.652789115	1
52.140408163	2
52.628027210	3
53.104036281	4
53.591655328	1
54.079274376	2
54.578503401	3
55.077732426	4
55.576961451	1
56.076190476	2
56.575419501	3
57.074648526	4
57.573877551	1
58.040816326	2
58.530544217	3
59.004081632	4
59.510204081	1
59.967346938	2
60.466077097	3
60.977619047	4
61.422222222	1
61.923333333	2
62.416009070	3
62.876961451	4
63.379160997	1
63.869682539	2
64.379569160	3
64.867959183	4
65.355351473	1
65.843990929	2
66.299251700	3
66.817301587	4
67.314444444	1
67.816598639	2
68.318798185	3
68.816122448	4
69.275374149	1
69.764784580	2
70.252290249	3
70.778730158	4
71.250430839	1
71.761269841	2
72.272108843	3
72.782947845	4
73.282176870	1
73.769795918	2
74.257414965	3
74.745034013	4
75.232653061	1
75.720272108	2
76.219501133	3
76.718730158	4
77.217959183	1
77.705578231	2
78.193197278	3
78.680816326	4
79.168435374	1
79.656054421	2
